order_date,product_id,LocationKey,ship_date,order_priority,ship_mode,customer_name,segment,sales,quantity,discount,profit,shipping_cost
23/02/2012,TEC-AC-10001089,9,25/02/2012,High,First Class,Phillip Breyer,Corporate,488,6,0%,243.72,67.87
23/02/2012,OFF-BI-10002738,9,25/02/2012,High,First Class,Phillip Breyer,Corporate,48,6,0%,20.16,12.43
22/04/2012,FUR-CH-10001343,18,25/04/2012,Medium,First Class,Dario Medina,Corporate,681,6,0%,224.64,38.69
26/04/2012,OFF-BI-10002935,586,28/04/2012,Critical,First Class,Thomas Seio,Corporate,75,6,0%,5.94,31.28
28/04/2012,FUR-FU-10000242,462,1/05/2012,High,First Class,George Bell,Corporate,428,6,0%,137.04,42.94
10/05/2012,TEC-MA-10001752,201,12/05/2012,High,First Class,Bart Watters,Corporate,1608,6,0%,482.22,286.74
31/05/2012,OFF-ST-10001590,38,2/06/2012,High,First Class,Stephanie Phelps,Corporate,81,6,0%,21.0288,14.9
5/07/2012,OFF-CAR-10003373,645,7/07/2012,High,First Class,Muhammed Yedwab,Corporate,41,6,0%,8.46,4.5
9/07/2012,OFF-FA-10003499,431,12/07/2012,Medium,First Class,Erin Ashbrook,Corporate,54,6,0%,10.32,9.23
20/08/2012,FUR-SAU-10001776,56,22/08/2012,Critical,First Class,Cathy Prescott,Corporate,889,6,0%,320.04,267.64
20/08/2012,OFF-ENE-10004377,56,22/08/2012,Critical,First Class,Cathy Prescott,Corporate,170,6,0%,71.46,38.92
23/08/2012,OFF-BI-10001253,9,25/08/2012,High,First Class,Kelly Lampkin,Corporate,82,6,0%,24.48,11.21
11/10/2012,TEC-PH-10004196,276,14/10/2012,Medium,First Class,Fred Hopkins,Corporate,2556,6,0%,178.92,530.49
24/10/2012,FUR-FU-10000641,11,26/10/2012,High,First Class,Michael Kennedy,Corporate,164,6,0%,73.68,16.1
29/10/2012,OFF-BI-10003883,407,31/10/2012,Medium,First Class,Guy Phonely,Corporate,61,6,0%,18.12,6.04
10/11/2012,OFF-LA-10000845,392,13/11/2012,Medium,First Class,Ken Heidel,Corporate,17,6,0%,7.44,1.54
15/11/2012,TEC-CO-10000011,415,17/11/2012,High,First Class,Alex Russell,Corporate,735,6,0%,190.98,72.17
15/11/2012,OFF-AR-10001955,155,17/11/2012,Critical,First Class,Maya Herman,Corporate,119,6,0%,35.712,25.13
19/11/2012,OFF-STI-10002262,899,20/11/2012,Medium,First Class,Dario Medina,Corporate,216,6,0%,47.34,11.67
28/11/2012,TEC-HEW-10001710,914,30/11/2012,High,First Class,Kelly Lampkin,Corporate,892,6,0%,106.92,132.4
20/12/2012,OFF-EN-10002985,264,23/12/2012,High,First Class,Fred Chung,Corporate,119,6,0%,14.22,18.12
23/02/2013,OFF-EN-10003936,111,26/02/2013,Critical,First Class,Patrick Jones,Corporate,147,6,0%,64.62,51.03
6/05/2013,FUR-TA-10003392,123,7/05/2013,Critical,First Class,Lindsay Williams,Corporate,1686,6,0%,320.3172,548.08
4/06/2013,OFF-AR-10000266,275,7/06/2013,High,First Class,Lindsay Williams,Corporate,166,6,0%,13.14,34.81
14/06/2013,TEC-AC-10003265,111,16/06/2013,Medium,First Class,Filia McAdams,Corporate,1553,6,0%,62.1,252.17
9/07/2013,OFF-FEL-10001792,744,11/07/2013,Critical,First Class,Thomas Boland,Corporate,153,6,0%,39.6,38.96
27/08/2013,OFF-AP-10000639,453,28/08/2013,High,First Class,Sung Pak,Corporate,1207,6,0%,229.2,92.99
31/08/2013,OFF-AR-10000594,67,3/09/2013,Critical,First Class,Kimberly Carter,Corporate,119,6,0%,49.68,27.06
12/09/2013,OFF-BI-10002935,379,14/09/2013,Medium,First Class,Anthony Jacobs,Corporate,75,6,0%,5.94,0.2
19/09/2013,OFF-LA-10001942,91,22/09/2013,Medium,First Class,Stewart Carmichael,Corporate,45,6,0%,9.96,8.17
18/10/2013,OFF-BI-10002296,431,20/10/2013,Critical,First Class,Theresa Swint,Corporate,53,6,0%,4.68,11.72
22/10/2013,FUR-CH-10002088,21,24/10/2013,High,First Class,Brian Moss,Corporate,338,6,0%,81,51.41
16/11/2013,FUR-FU-10000432,389,19/11/2013,Critical,First Class,Michelle Ellison,Corporate,339,6,0%,94.86,143.23
12/12/2013,FUR-BO-10004162,177,14/12/2013,High,First Class,Bill Stewart,Corporate,687,6,0%,281.52,64.71
11/01/2014,OFF-FA-10000027,675,14/01/2014,Medium,First Class,Jason Klamczynski,Corporate,97,6,0%,46.44,1.54
20/03/2014,OFF-BIN-10000308,436,22/03/2014,High,First Class,Barbara Fisher,Corporate,327,6,0%,156.96,83.26
20/03/2014,OFF-KLE-10002869,1061,21/03/2014,Critical,First Class,Rachel Payne,Corporate,159,6,0%,55.44,23.47
21/03/2014,TEC-LOG-10003254,516,23/03/2014,Medium,First Class,David Kendrick,Corporate,444,6,0%,44.28,47.67
19/04/2014,OFF-ST-10004330,985,22/04/2014,High,First Class,Sylvia Foulston,Corporate,70,6,0%,32.88,11.77
19/05/2014,OFF-BI-10000315,41,20/05/2014,High,First Class,Todd Boyes,Corporate,114,6,0%,54.6912,8.35
26/05/2014,FUR-SAF-10003819,442,28/05/2014,High,First Class,Dario Medina,Corporate,1021,6,0%,387.9,148.76
31/05/2014,FUR-CH-10003009,199,2/06/2014,High,First Class,Henry Goldwyn,Corporate,1002,6,0%,250.38,195.24
31/05/2014,OFF-ST-10002161,199,2/06/2014,High,First Class,Henry Goldwyn,Corporate,325,6,0%,136.62,62.79
2/06/2014,OFF-BI-10001598,809,5/06/2014,Medium,First Class,Don Jones,Corporate,19,6,0%,8.52,1.82
5/06/2014,OFF-WIL-10000146,446,6/06/2014,High,First Class,Muhammed Yedwab,Corporate,291,6,0%,87.12,56.16
10/06/2014,OFF-AP-10000228,883,12/06/2014,Medium,First Class,Fred Hopkins,Corporate,391,6,0%,148.32,54.15
11/07/2014,OFF-ACC-10000687,79,12/07/2014,High,First Class,Muhammed MacIntyre,Corporate,113,6,0%,18,10.96
14/07/2014,OFF-BOS-10000557,1086,16/07/2014,High,First Class,George Bell,Corporate,87,6,0%,28.62,17.09
20/08/2014,FUR-FU-10003939,215,22/08/2014,High,First Class,David Wiener,Corporate,311,6,0%,111.96,36.17
5/09/2014,OFF-BI-10000806,102,7/09/2014,High,First Class,Maribeth Yedwab,Corporate,40,6,0%,7.2,4.66
23/09/2014,FUR-BO-10001779,407,25/09/2014,High,First Class,Todd Boyes,Corporate,601,6,0%,246.48,145.07
7/10/2014,OFF-EN-10000927,426,8/10/2014,Critical,First Class,Thomas Boland,Corporate,109,6,0%,31.5,25.62
17/10/2014,FUR-TA-10002433,398,20/10/2014,High,First Class,Luke Schmidt,Corporate,1774,6,0%,212.76,205.11
17/10/2014,FUR-CH-10002555,398,20/10/2014,High,First Class,Luke Schmidt,Corporate,516,6,0%,175.44,37.16
28/10/2014,OFF-EN-10000606,86,31/10/2014,High,First Class,Dionis Lloyd,Corporate,80,6,0%,25.56,15.92
10/12/2014,OFF-BOS-10002705,79,11/12/2014,High,First Class,Bill Overfelt,Corporate,121,6,0%,31.32,6.35
16/12/2014,OFF-FA-10000746,367,17/12/2014,Critical,First Class,Alice McCarthy,Corporate,78,6,0%,5.4,21.97
19/12/2014,OFF-AR-10000505,82,20/12/2014,High,First Class,Rick Reed,Corporate,73,6,0%,0,1.73
29/12/2014,OFF-FA-10003499,342,1/01/2015,Medium,First Class,Aleksandra Gannaway,Corporate,54,6,0%,10.32,2.96
10/01/2011,OFF-SAN-10003226,3,10/01/2011,Critical,Same Day,Elpida Rittenbach,Corporate,142,6,0%,63.9,67.79
10/01/2011,OFF-SAN-10000874,3,10/01/2011,Critical,Same Day,Elpida Rittenbach,Corporate,155,6,0%,54.18,58.32
10/03/2012,OFF-ST-10002406,343,10/03/2012,Critical,Same Day,Ken Black,Corporate,90,6,0%,25.1496,16.73
26/02/2013,OFF-PA-10001492,143,26/02/2013,High,Same Day,Karen Bern,Corporate,179,6,0%,37.62,25.02
16/05/2013,OFF-BI-10004080,475,16/05/2013,High,Same Day,Michael Paige,Corporate,112,6,0%,0,18.2
10/07/2013,OFF-EAT-10001933,157,10/07/2013,Medium,Same Day,Kristen Hastings,Corporate,271,6,0%,135.18,47.26
7/08/2013,FUR-CH-10003692,264,7/08/2013,Medium,Same Day,Nona Balk,Corporate,1021,6,0%,112.32,49.93
19/09/2013,OFF-BI-10002520,74,19/09/2013,High,Same Day,Keith Dawkins,Corporate,34,6,0%,8.46,11.2
9/11/2013,OFF-BI-10001191,319,9/11/2013,Critical,Same Day,Karen Seio,Corporate,20,6,0%,5.28,2.36
6/03/2014,OFF-BI-10002026,278,6/03/2014,Medium,Same Day,Claudia Bergmann,Corporate,234,6,0%,112.4928,28.93
12/06/2014,OFF-FA-10003799,40,12/06/2014,High,Same Day,Justin Deggeller,Corporate,78,6,0%,37.44,22.37
19/06/2014,OFF-LA-10001764,1077,19/06/2014,Medium,Same Day,Katrina Edelman,Corporate,30,6,0%,1.44,2.5
23/06/2014,TEC-SAM-10000765,310,23/06/2014,High,Same Day,Theresa Coyne,Corporate,827,6,0%,397.08,224.64
23/09/2014,OFF-EN-10002490,473,24/09/2014,Medium,Same Day,Barry Pond,Corporate,96,6,0%,32.64,8.08
27/09/2014,OFF-EN-10001028,38,27/09/2014,Medium,Same Day,Ruben Ausman,Corporate,72,6,0%,33.0648,6.98
27/09/2014,OFF-PA-10002245,38,27/09/2014,Medium,Same Day,Ruben Ausman,Corporate,36,6,0%,16.146,0.35
18/11/2014,FUR-FU-10004117,20,18/11/2014,High,Same Day,Heather Kirkland,Corporate,201,6,0%,62.16,30.89
19/11/2014,OFF-ST-10001321,167,19/11/2014,High,Same Day,Nona Balk,Corporate,93,6,0%,24.9804,21.65
3/12/2014,OFF-AR-10001868,38,4/12/2014,High,Same Day,Alice McCarthy,Corporate,10,6,0%,5.04,0.23
4/12/2014,FUR-CH-10004547,40,4/12/2014,Critical,Same Day,Alejandro Savely,Corporate,212,6,0%,12.72,39.13
19/12/2014,OFF-BI-10001804,9,19/12/2014,Medium,Same Day,Harold Engle,Corporate,80,6,0%,36.54,9.15
16/02/2011,OFF-AR-10003521,46,19/02/2011,Medium,Second Class,Odella Nelson,Corporate,90,6,0%,32.22,6.89
14/01/2011,OFF-ST-10000025,75,16/01/2011,Critical,Second Class,Chris Selesnick,Corporate,573,6,0%,34.3548,146.29
14/01/2011,TEC-AC-10003174,75,16/01/2011,Critical,Second Class,Chris Selesnick,Corporate,647,6,0%,258.696,141.35
26/02/2011,FUR-BO-10003323,225,28/02/2011,Medium,Second Class,Bill Stewart,Corporate,685,6,0%,280.92,88.39
5/04/2011,OFF-BIC-10002403,200,7/04/2011,High,Second Class,Nick Crebassa,Corporate,294,6,0%,146.7,29.96
20/06/2011,OFF-SME-10004518,249,25/06/2011,Medium,Second Class,Stefania Perrino,Corporate,67,6,0%,3.96,7.87
27/07/2011,OFF-LA-10004709,111,31/07/2011,High,Second Class,Anna Häberlin,Corporate,43,6,0%,10.62,5.5
29/07/2011,OFF-PA-10001004,102,31/07/2011,Critical,Second Class,Giulietta Dortch,Corporate,70,6,0%,25.32,14.74
29/07/2011,OFF-ST-10002466,102,31/07/2011,Critical,Second Class,Giulietta Dortch,Corporate,43,6,0%,17.16,10.88
9/09/2011,FUR-CH-10003761,317,12/09/2011,High,Second Class,Rick Reed,Corporate,786,6,0%,212.1876,99.81
18/10/2011,FUR-CH-10003774,328,20/10/2011,Medium,Second Class,Alan Schoenberger,Corporate,546,6,0%,70.9644,29.9
25/11/2011,OFF-AP-10000240,38,27/11/2011,High,Second Class,Laurel Workman,Corporate,321,6,0%,93.0552,41.8
13/12/2011,OFF-AR-10002145,426,18/12/2011,Medium,Second Class,Edward Hooks,Corporate,285,6,0%,14.22,10.73
28/12/2011,OFF-FA-10002719,418,31/12/2011,Medium,Second Class,Denise Monton,Corporate,68,6,0%,0.6,4.19
23/01/2012,OFF-LA-10004398,306,27/01/2012,Medium,Second Class,Ann Blume,Corporate,76,6,0%,0,8.46
31/01/2012,OFF-PA-10000867,102,3/02/2012,Critical,Second Class,Jason Klamczynski,Corporate,101,6,0%,25.2,23.56
20/03/2012,OFF-AR-10002145,9,25/03/2012,Medium,Second Class,Jason Gross,Corporate,285,6,0%,14.22,27.69
16/05/2012,TEC-PH-10004328,105,21/05/2012,Medium,Second Class,Noel Staavos,Corporate,705,6,0%,119.76,68.2
26/05/2012,OFF-PA-10004267,28,31/05/2012,Medium,Second Class,Alice McCarthy,Corporate,117,6,0%,32.76,11.57
11/06/2012,OFF-BI-10000721,215,15/06/2012,Medium,Second Class,Brooke Gillingham,Corporate,84,6,0%,3.24,9.85
20/06/2012,FUR-FU-10002253,38,25/06/2012,Medium,Second Class,Stewart Carmichael,Corporate,258,6,0%,100.4796,10.82
2/07/2012,OFF-EAT-10001025,293,4/07/2012,High,Second Class,Susan Gilcrest,Corporate,184,6,0%,73.62,32.59
13/07/2012,OFF-PA-10000019,41,15/07/2012,Medium,Second Class,Neil Ducich,Corporate,39,6,0%,18.6624,4.64
20/08/2012,OFF-STO-10003082,193,25/08/2012,Medium,Second Class,Todd Sumrall,Corporate,50,6,0%,21.24,5.07
30/08/2012,OFF-EN-10002065,166,2/09/2012,Medium,Second Class,Stefanie Holloman,Corporate,43,6,0%,19.44,4.03
4/09/2012,FUR-BO-10004430,65,6/09/2012,Medium,Second Class,Carol Adams,Corporate,1024,6,0%,92.16,54.87
10/09/2012,TEC-PH-10003995,166,12/09/2012,High,Second Class,Ann Blume,Corporate,1001,6,0%,280.26,88.72
22/09/2012,OFF-KRA-10004892,879,27/09/2012,Medium,Second Class,Carl Jackson,Corporate,54,6,0%,0,4.84
26/09/2012,FUR-CH-10002316,121,30/09/2012,High,Second Class,Mark Cousins,Corporate,370,6,0%,140.4,52.96
29/09/2012,OFF-AR-10003377,63,4/10/2012,Medium,Second Class,Dorothy Wardle,Corporate,181,6,0%,28.98,16.01
23/10/2012,OFF-LA-10002325,19,27/10/2012,High,Second Class,Dorris liebe,Corporate,65,6,0%,25.38,8.14
26/10/2012,OFF-EN-10004684,235,30/10/2012,High,Second Class,Rick Wilson,Corporate,253,6,0%,50.4,10.59
15/11/2012,FUR-ADV-10001440,185,17/11/2012,High,Second Class,Stefanie Holloman,Corporate,270,6,0%,56.7,21.91
29/11/2012,FUR-CH-10002335,2,1/12/2012,Medium,Second Class,Tim Taslimi,Corporate,284,6,0%,68.22,8.33
17/12/2012,TEC-MA-10003280,9,21/12/2012,Medium,Second Class,Scott Cohen,Corporate,716,6,0%,250.38,99.67
22/12/2012,OFF-FA-10003994,78,26/12/2012,Medium,Second Class,Roland Schwarz,Corporate,52,6,0%,0.96,3.83
28/12/2012,TEC-PH-10002641,556,1/01/2013,High,Second Class,Harry Marie,Corporate,438,6,0%,179.64,61.38
31/12/2012,OFF-FA-10002639,2,2/01/2013,Critical,Second Class,Katherine Nockton,Corporate,66,6,0%,7.74,17.76
23/01/2013,OFF-AR-10000066,28,26/01/2013,High,Second Class,Dorothy Wardle,Corporate,67,6,0%,15.84,5.73
9/02/2013,OFF-FA-10002790,403,14/02/2013,Medium,Second Class,Harry Marie,Corporate,80,6,0%,40.14,11.83
28/03/2013,OFF-EN-10000648,95,30/03/2013,High,Second Class,Craig Yedwab,Corporate,141,6,0%,26.82,24.63
29/03/2013,OFF-SU-10003907,140,1/04/2013,Medium,Second Class,Katherine Nockton,Corporate,180,6,0%,34.2,23.21
5/04/2013,OFF-EN-10000338,364,8/04/2013,Medium,Second Class,Bill Stewart,Corporate,146,6,0%,72.84,10.33
24/04/2013,FUR-ELD-10000963,976,27/04/2013,Medium,Second Class,Muhammed MacIntyre,Corporate,171,6,0%,35.82,25.82
17/05/2013,OFF-WIL-10001801,734,20/05/2013,High,Second Class,Grant Thornton,Corporate,168,6,0%,55.26,23.72
21/05/2013,FUR-BO-10001201,499,23/05/2013,High,Second Class,Jason Gross,Corporate,494,6,0%,212.4,72.54
29/05/2013,OFF-ST-10004837,201,1/06/2013,High,Second Class,Allen Rosenblatt,Corporate,768,6,0%,45.9,132.73
10/06/2013,OFF-ACM-10003715,5,12/06/2013,High,Second Class,Rick Reed,Corporate,280,6,0%,8.28,16.91
11/06/2013,OFF-LA-10003444,121,14/06/2013,Medium,Second Class,Noah Childs,Corporate,66,6,0%,22.14,7.07
21/06/2013,OFF-PA-10001870,38,26/06/2013,Medium,Second Class,Dave Poirier,Corporate,39,6,0%,18.6624,3.01
24/06/2013,OFF-AP-10002625,21,26/06/2013,Medium,Second Class,Thomas Boland,Corporate,1112,6,0%,200.04,115.53
26/06/2013,FUR-FU-10004137,486,28/06/2013,High,Second Class,John Grady,Corporate,105,6,0%,5.22,22.12
9/07/2013,OFF-FA-10003730,19,11/07/2013,Critical,Second Class,Roy Phan,Corporate,79,6,0%,19.62,17.23
1/08/2013,FUR-TA-10001276,297,4/08/2013,Critical,Second Class,Thomas Seio,Corporate,1512,6,0%,498.96,356.84
1/08/2013,OFF-PA-10000373,297,4/08/2013,Critical,Second Class,Thomas Seio,Corporate,295,6,0%,102.96,86.12
2/08/2013,TEC-AC-10002884,215,4/08/2013,High,Second Class,Mitch Gastineau,Corporate,505,6,0%,186.66,56.05
2/08/2013,TEC-AC-10000097,447,4/08/2013,High,Second Class,Mike Caudle,Corporate,169,6,0%,30.36,26.9
23/08/2013,FUR-IKE-10001312,1014,28/08/2013,Medium,Second Class,Justin Ellison,Corporate,2471,6,0%,938.7,180.89
23/08/2013,TEC-LOG-10000368,1014,28/08/2013,Medium,Second Class,Justin Ellison,Corporate,192,6,0%,90.18,24.17
4/09/2013,OFF-ELD-10002578,914,8/09/2013,Medium,Second Class,Michael Paige,Corporate,62,6,0%,17.82,4.8
23/10/2013,FUR-CH-10002749,251,26/10/2013,Critical,Second Class,Michelle Ellison,Corporate,344,6,0%,58.5,79.07
30/10/2013,TEC-OKI-10001385,446,4/11/2013,High,Second Class,Rick Wilson,Corporate,1868,6,0%,242.64,314.81
29/11/2013,OFF-ST-10003805,41,2/12/2013,Medium,Second Class,Randy Ferguson,Corporate,1263,6,0%,315.825,158.18
29/11/2013,TEC-AC-10003441,41,2/12/2013,Medium,Second Class,Randy Ferguson,Corporate,102,6,0%,6.102,10.97
10/12/2013,OFF-LA-10000633,78,12/12/2013,Critical,Second Class,Kean Nguyen,Corporate,33,6,0%,0.96,8.68
12/12/2013,FUR-BO-10004679,195,16/12/2013,Medium,Second Class,Henry Goldwyn,Corporate,2347,6,0%,258.12,106.88
12/12/2013,FUR-FU-10001410,163,14/12/2013,Medium,Second Class,Janet Molinari,Corporate,284,6,0%,118.98,35.11
14/01/2014,OFF-AR-10004010,191,19/01/2014,Medium,Second Class,Cathy Prescott,Corporate,210,6,0%,54.5844,7.76
20/01/2014,OFF-AR-10001110,168,22/01/2014,Medium,Second Class,Karen Seio,Corporate,193,6,0%,73.26,35.65
22/01/2014,OFF-PA-10001466,321,24/01/2014,High,Second Class,Cindy Schnelling,Corporate,184,6,0%,84.6,30.68
12/03/2014,FUR-OFF-10001552,106,17/03/2014,High,Second Class,Greg Guthrie,Corporate,346,6,0%,17.28,44.98
18/03/2014,OFF-EN-10003073,28,21/03/2014,Critical,Second Class,Rachel Payne,Corporate,117,6,0%,17.46,24.72
19/03/2014,OFF-KRA-10001967,544,23/03/2014,Medium,Second Class,Mike Caudle,Corporate,120,6,0%,57.42,7.81
28/03/2014,OFF-STA-10004327,561,1/04/2014,Medium,Second Class,Michael Stewart,Corporate,133,6,0%,11.88,5.29
14/04/2014,TEC-CIS-10002259,196,17/04/2014,Medium,Second Class,Jane Waco,Corporate,3909,6,0%,1563.48,363.16
15/05/2014,TEC-PH-10002806,781,17/05/2014,Critical,Second Class,Brendan Sweed,Corporate,1002,6,0%,230.4,208.13
2/06/2014,FUR-CH-10003746,127,4/06/2014,High,Second Class,Helen Wasserman,Corporate,1926,6,0%,539.2464,177.72
11/06/2014,FUR-CH-10001477,151,14/06/2014,Medium,Second Class,Deirdre Greer,Corporate,323,6,0%,138.96,27.12
24/06/2014,OFF-EN-10003999,336,26/06/2014,Medium,Second Class,Todd Boyes,Corporate,98,6,0%,24.48,6.55
12/07/2014,FUR-ADV-10000847,911,14/07/2014,Critical,Second Class,Julie Creighton,Corporate,159,6,0%,44.28,48.35
12/07/2014,OFF-SME-10001652,911,14/07/2014,Critical,Second Class,Julie Creighton,Corporate,285,6,0%,37.08,47.56
17/07/2014,OFF-HOO-10004910,907,19/07/2014,Critical,Second Class,Don Jones,Corporate,3146,6,0%,629.28,443.55
3/08/2014,OFF-ST-10003990,321,6/08/2014,Medium,Second Class,Grant Thornton,Corporate,105,6,0%,32.58,7.43
4/08/2014,OFF-CUI-10000682,1089,9/08/2014,Medium,Second Class,Tom Stivers,Corporate,3234,6,0%,970.2,295.74
5/08/2014,OFF-ELI-10001351,150,7/08/2014,Critical,Second Class,Theresa Coyne,Corporate,260,6,0%,122.04,80.08
22/08/2014,OFF-ST-10000025,172,26/08/2014,Medium,Second Class,Candace McMahon,Corporate,573,6,0%,34.3548,73.04
12/09/2014,OFF-AR-10000594,9,15/09/2014,Critical,Second Class,Harry Marie,Corporate,119,6,0%,49.68,34.77
30/09/2014,OFF-SU-10000906,179,2/10/2014,Critical,Second Class,Rick Reed,Corporate,286,6,0%,140.04,21.16
14/11/2014,OFF-AP-10004921,105,16/11/2014,High,Second Class,Mitch Gastineau,Corporate,307,6,0%,122.64,30.28
15/11/2014,OFF-ST-10003996,155,19/11/2014,High,Second Class,Pauline Webber,Corporate,96,6,0%,25.0536,10.1
17/11/2014,OFF-AR-10004492,28,20/11/2014,High,Second Class,Chris Selesnick,Corporate,322,6,0%,25.74,45.71
22/11/2014,OFF-WIL-10004697,544,25/11/2014,High,Second Class,Adam Hart,Corporate,78,6,0%,24.12,7.06
26/11/2014,OFF-PA-10002377,38,30/11/2014,Medium,Second Class,Edward Becker,Corporate,34,6,0%,15.336,2.62
27/11/2014,OFF-SU-10002327,2,2/12/2014,Medium,Second Class,Victoria Wilson,Corporate,96,6,0%,7.56,11.1
18/12/2014,OFF-EN-10004988,458,20/12/2014,High,Second Class,Guy Phonely,Corporate,153,6,0%,35.04,31.56
23/12/2014,TEC-MOT-10000554,304,25/12/2014,Critical,Second Class,Stuart Van,Corporate,3864,6,0%,1159.02,546.56
23/12/2014,OFF-SU-10003505,668,28/12/2014,Medium,Second Class,Jason Gross,Corporate,695,6,0%,34.758,86.2
7/02/2011,TEC-PH-10001615,64,10/02/2011,Medium,First Class,Neil Ducich,Corporate,145,5,0%,42.0355,33.51
2/02/2011,OFF-AR-10000387,163,5/02/2011,Medium,First Class,Erin Smith,Corporate,95,5,0%,42.45,4.14
17/02/2011,OFF-FA-10003626,202,19/02/2011,Critical,First Class,Laura Armstrong,Corporate,70,5,0%,29.4,10.97
23/02/2011,FUR-BO-10002462,215,26/02/2011,High,First Class,Mitch Gastineau,Corporate,2066,5,0%,41.25,248.81
30/03/2011,OFF-AR-10001231,155,31/03/2011,Critical,First Class,Susan Gilcrest,Corporate,11,5,0%,2.94,1.03
22/04/2011,OFF-SU-10001308,174,25/04/2011,Medium,First Class,Brendan Sweed,Corporate,195,5,0%,33.15,31.84
22/04/2011,OFF-EN-10004424,174,25/04/2011,Medium,First Class,Brendan Sweed,Corporate,239,5,0%,35.85,26.44
2/05/2011,OFF-SU-10001869,377,3/05/2011,Critical,First Class,Jason Klamczynski,Corporate,115,5,0%,2.25,21.48
30/05/2011,TEC-PH-10003505,155,1/06/2011,Critical,First Class,Laurel Workman,Corporate,464,5,0%,134.56,123.97
18/08/2011,OFF-PA-10001685,86,21/08/2011,Medium,First Class,Katrina Edelman,Corporate,45,5,0%,16.9,6.1
18/08/2011,OFF-FA-10001727,86,21/08/2011,Medium,First Class,Katrina Edelman,Corporate,37,5,0%,0,4.43
27/08/2011,TEC-PH-10000455,64,29/08/2011,Critical,First Class,Corey Catlett,Corporate,580,5,0%,168.1855,187.03
15/10/2011,FUR-BO-10002766,473,17/10/2011,High,First Class,Carl Jackson,Corporate,1376,5,0%,55,168.81
28/10/2011,OFF-ST-10003442,38,31/10/2011,High,First Class,Todd Sumrall,Corporate,141,5,0%,38.178,14.96
30/11/2011,OFF-ST-10000362,521,3/12/2011,High,First Class,Brad Norvell,Corporate,635,5,0%,171.3,197.68
30/11/2011,OFF-BI-10001723,28,1/12/2011,High,First Class,Victoria Brennan,Corporate,62,5,0%,6.15,7.47
13/12/2011,OFF-AR-10001879,429,14/12/2011,Medium,First Class,Yoseph Carroll,Corporate,83,5,0%,33,10.73
17/12/2011,FUR-BO-10001372,27,20/12/2011,Critical,First Class,Phillip Breyer,Corporate,2198,5,0%,153.75,627.27
17/12/2011,FUR-CH-10001913,27,20/12/2011,Critical,First Class,Phillip Breyer,Corporate,882,5,0%,114.6,203.92
19/12/2011,OFF-FA-10004248,38,21/12/2011,Medium,First Class,Bart Pistole,Corporate,23,5,0%,8.7945,2.33
23/12/2011,OFF-AR-10001418,350,25/12/2011,High,First Class,Charles Sheldon,Corporate,134,5,0%,37.35,8.19
13/01/2012,OFF-PA-10003654,201,16/01/2012,High,First Class,Luke Schmidt,Corporate,84,5,0%,17.7,14.45
25/01/2012,OFF-AR-10003066,218,26/01/2012,Critical,First Class,Katharine Harms,Corporate,132,5,0%,11.85,42.07
6/02/2012,OFF-PA-10002751,64,8/02/2012,Medium,First Class,Lori Olson,Corporate,30,5,0%,13.455,6.9
18/02/2012,FUR-CH-10004194,40,20/02/2012,High,First Class,Stefania Perrino,Corporate,334,5,0%,156.8,39
19/04/2012,FUR-TA-10001889,528,22/04/2012,High,First Class,Anthony Jacobs,Corporate,4626,5,0%,647.55,835.57
9/05/2012,OFF-LA-10000688,795,12/05/2012,Medium,First Class,Chris Selesnick,Corporate,57,5,0%,21.75,7.53
9/05/2012,TEC-AC-10001840,795,12/05/2012,Medium,First Class,Chris Selesnick,Corporate,181,5,0%,48.75,0.26
18/05/2012,OFF-ST-10001010,102,21/05/2012,Medium,First Class,Kimberly Carter,Corporate,693,5,0%,13.8,83.3
21/05/2012,OFF-LA-10002927,601,23/05/2012,High,First Class,Gene Hale,Corporate,32,5,0%,4.4,2.8
23/05/2012,OFF-AP-10004031,102,25/05/2012,Medium,First Class,Deirdre Greer,Corporate,936,5,0%,168.3,264.43
28/05/2012,FUR-BO-10001390,720,29/05/2012,Critical,First Class,Linda Cazamias,Corporate,571,5,0%,239.7,174.85
8/06/2012,FUR-BO-10003320,105,11/06/2012,Medium,First Class,Neil Ducich,Corporate,1367,5,0%,396.5,161.85
13/06/2012,TEC-AC-10000890,429,15/06/2012,High,First Class,Dario Medina,Corporate,863,5,0%,293.4,110.47
2/08/2012,OFF-SU-10002445,146,4/08/2012,High,First Class,Ken Black,Corporate,212,5,0%,61.2,20.7
11/09/2012,OFF-ST-10003800,410,12/09/2012,High,First Class,Jason Klamczynski,Corporate,99,5,0%,31.7,11
13/09/2012,FUR-FU-10002379,38,15/09/2012,Critical,First Class,Ken Dana,Corporate,207,5,0%,24.882,27.38
23/10/2012,OFF-EN-10004190,353,25/10/2012,Medium,First Class,Jennifer Braxton,Corporate,135,5,0%,44.6,10.74
12/11/2012,OFF-PA-10003016,38,14/11/2012,High,First Class,Yoseph Carroll,Corporate,16,5,0%,7.065,3.41
15/11/2012,OFF-AP-10000005,415,17/11/2012,High,First Class,Alex Russell,Corporate,1552,5,0%,108.6,163.94
12/12/2012,OFF-FA-10000010,36,14/12/2012,High,First Class,Grant Thornton,Corporate,57,5,0%,23.4,12.03
26/12/2012,OFF-PA-10003517,25,28/12/2012,Medium,First Class,Sean Braxton,Corporate,95,5,0%,25.6,9.74
